RAh,RAm,RAs,DEg,DEm,Des,Mag,Name
06,28,37.2, -17,27,58, 5.77,
06,50,49.8, -00.001,32,27, 5.77,
06,52,49.3, +08,22,49, 5.77,
07,21,17.5, +45,13,42, 5.77,
07,29, 4.8, -31,27,23, 5.77,
07,34,34.8, -27,00,43, 5.77,
07,41,51.8, +13,28,50, 5.77,
08,01,20.7, +59,02,51, 5.77,
09,09,11.4, -12,21,28, 5.77,
09,25,27.1, -61,57,01, 5.77,
10,12,48.3, +04,36,53, 5.77, 19 SEX
10,30, 6.4, +38,55,31, 5.77, 32 LMI
10,43,51.2, -64,14,56, 5.77,
11,34,21.9, +03,03,37, 5.77, 89 LEO
12,34,42.3, -44,40,23, 5.77,
13,12,32.8, +11,33,23, 5.77,
13,20,57.6, -46,52,49, 5.77,
13,26,57.0, +78,38,37, 5.77,
13,51,47.1, -46,53,57, 5.77,
14,00, 0.0, -25,00,37, 5.77, 48 HYA
14,47,57.4, -26,38,46, 5.77, 57 HYA
14,56,13.1, +14,26,46, 5.77,
15,07,25.8, -49,05,18, 5.77,
15,50, 6.8, -53,12,34, 5.77,
15,55,32.3, -60,10,40, 5.77,
16,20,25.2, -55,08,23, 5.77,
16,40,38.6, +04,13,11, 5.77, 37 HER
16,54,58.3, -41,09,04, 5.77,
17,24,18.6, -60,40,25, 5.77,
17,23,57.5, +08,51,10, 5.77,
17,53,14.1, +06,06,05, 5.77,
18,01,54.3, -22,46,50, 5.77,
18,06,49.7, -43,25,29, 5.77,
18,06,49.7, -43,25,29, 5.77,
18,06,15.1, -04,45,05, 5.77,
18,31, 4.3, +16,55,43, 5.77,
18,54,47.0, +48,51,35, 5.77,
19,06,38.3, +24,15,03, 5.77,
19,47,27.7, +38,24,27, 5.77,
20,33,17.6, -80,57,53, 5.77,
20,51,28.1, +28,15,02, 5.77,
21,24,24.7, -41,00,24, 5.77, TH2 MIC
21,35,17.5, -03,58,59, 5.77,
21,51,34.1, +19,49,36, 5.77,
22,31,37.6, -85,58,03, 5.77, YP OCT
23,14,58.5, -41,06,20, 5.77,
23,20,53.2, +38,10,56, 5.77, 12 AND
23,49,27.4, +01,04,34, 5.77, 21 PSC
01,43,19.6, +60,33,05, 5.78, 44 CAS
02,37,36.1, +65,44,43, 5.78,
02,47,47.6, +81,26,55, 5.78,
02,40,12.3, -09,27,11, 5.78,
03,29,54.9, -42,38,04, 5.78,
04,48,36.3, -05,40,26, 5.78,
05,08,20.1, -08,39,54, 5.78,
05,29,54.7, +01,47,21, 5.78,
05,33, 7.3, -35,08,23, 5.78,
05,35,15.3, -33,04,48, 5.78,
05,34,44.7, -73,44,28, 5.78,
06,06,57.5, -21,48,46, 5.78,
06,12,20.2, +32,41,36, 5.78,
06,19,40.9, -34,23,48, 5.78,
07,05,39.0, +09,11,09, 5.78,
07,13, 7.1, -11,15,05, 5.78,
07,25, 8.2, -13,45,08, 5.78,
07,25,25.1, -25,13,04, 5.78,
07,49,12.8, -60,17,01, 5.78,
07,56,59.4, +15,47,25, 5.78, 1 CNC
08,14,13.1, -35,29,26, 5.78,
08,34,43.8, +36,25,10, 5.78, 33 LYN
08,53,48.7, -60,21,15, 5.78,
09,19,33.1, -15,50,04, 5.78,
10,13,27.9, -51,45,21, 5.78,
12,49,17.4, +27,33,08, 5.78, 30 COM
13,09,12.3, +10,01,20, 5.78,
13,25, 6.6, +23,51,16, 5.78,
13,36,48.3, -26,29,42, 5.78,
15,37,48.0, -23,08,30, 5.78,
16,07,36.3, -12,44,44, 5.78, 11 SCO
16,16,44.7, +29,09,01, 5.78, YP CRB
17,51,35.4, -60,09,52, 5.78,
18,35,12.5, +18,12,12, 5.78,
18,43,37.2, -64,33,04, 5.78,
20,33,54.7, +46,41,38, 5.78,
20,44,21.9, +56,29,17, 5.78,
20,54,47.7, -17,55,23, 5.78, 19 CAP
21,27,14.7, -21,11,46, 5.78, 35 CAP
22,01,50.4, +52,52,56, 5.78,
22,05,11.3, +26,40,26, 5.78,
22,07,50.2, +21,42,10, 5.78, 25 PEG
22,10,37.5, +11,37,29, 5.78,
22,25,10.6, -70,25,54, 5.78,
22,24, 6.8, -04,50,13, 5.78, 51 AQR
00,04,19.6, -16,31,45, 5.78,
00,14,58.7, +08,49,15, 5.79, 35 PSC
00,20,45.5, +32,54,41, 5.79,
00,36,27.2, +60,19,35, 5.79,
01,08,33.3, +58,15,49, 5.79,
01,26,58.0, -32,32,36, 5.79,
01,48,41.5, +32,41,25, 5.79,
01,52, 9.3, +50,47,34, 5.79, 2 PER
02,15,46.0, +25,46,59, 5.79, 20 ARI
02,36,58.5, -34,34,42, 5.79, LA2 FOR
03,12,14.2, +27,15,26, 5.79, 56 ARI
03,15,47.9, +57,08,27, 5.79,
04,11,36.0, -20,21,24, 5.79,
04,20,58.0, -81,34,48, 5.79, NY MEN
04,38, 9.4, +16,02,00, 5.79, 89 TAU
04,33,34.0, -62,49,26, 5.79,
04,57,48.6, +23,56,55, 5.79, 99 TAU
05,29,23.5, -03,26,47, 5.79,
05,46,52.1, +09,31,20, 5.79,
06,38,22.9, +28,59,03, 5.79, 53 AUR
06,41, 5.3, +00,29,43, 5.79,
06,50,21.8, -17,05,02, 5.79,
07,07, 7.0, -40,53,36, 5.79,
07,27,50.6, -11,33,11, 5.79,
07,49,41.0, -66,11,46, 5.79,
08,29, 7.6, -44,09,37, 5.79,
08,45,55.3, -79,30,15, 5.79,
09,00,45.7, -60,57,50, 5.79,
09,11,33.2, -46,35,01, 5.79,
09,46,10.0, +06,42,30, 5.79,
09,51,12.0, -59,25,32, 5.79,
10,43,20.9, +04,44,52, 5.79, 35 SEX
10,50,18.0, -08,53,52, 5.79, 41 SEX
11,14, 1.7, +08,03,39, 5.79,
11,23, 8.0, -56,46,46, 5.79,
12,23,44.9, -38,54,39, 5.79,
12,59,39.4, -03,48,43, 5.79, 44 VIR
13,11, 8.7, -42,13,59, 5.79,
13,15,31.9, +40,51,18, 5.79, 19 CVN
13,26, 7.9, +72,23,29, 5.79,
13,40,10.9, -64,34,37, 5.79,
15,08,11.9, -40,35,04, 5.79,
15,22,38.2, +63,20,29, 5.79,
15,30,55.6, +64,12,31, 5.79,
16,28,14.6, -37,10,45, 5.79,
16,36,11.1, +46,36,49, 5.79,
16,59,33.8, -69,16,06, 5.79,
17,41,16.1, -46,55,19, 5.79,
17,41,57.8, +72,09,25, 5.79, PS1 DRA
17,30,47.5, +86,58,05, 5.79, 24 UMI
18,55,30.9, -16,22,36, 5.79,
19,54, 8.1, -08,34,27, 5.79, 56 AQL
20,13,27.6, +60,38,26, 5.79,
22,12,22.2, +63,17,29, 5.79,
22,16,52.5, -09,02,24, 5.79,
22,29,10.1, +26,45,48, 5.79,
22,32,26.3, +39,46,48, 5.79,
22,37,12.9, +75,22,19, 5.79,
23,03,59.4, -41,28,43, 5.79,
23,19,52.3, +42,04,41, 5.79, 10 AND
23,51,21.1, +09,18,48, 5.79, 80 PEG
00,45,45.5, -47,33,06, 5.80,
01,10,19.4, +25,27,28, 5.80,
01,35,54.7, +17,26,01, 5.80,
01,52,52.0, -16,55,45, 5.80,
02,51,58.7, +68,53,18, 5.80,
02,58, 5.2, +20,40,08, 5.80, 47 ARI
03,46, 1.1, +67,12,06, 5.80,
03,53,43.2, +57,58,31, 5.80,
05,21,43.5, +08,25,43, 5.80,
05,50, 2.6, +09,52,16, 5.80,
06,05,27.0, -35,30,49, 5.80,
06,11,32.2, +24,25,13, 5.80, 5 GEM
06,24,13.7, -60,16,52, 5.80,
06,35,15.8, +00,53,24, 5.80,
06,45,31.2, -30,56,56, 5.80,
06,45,53.7, -52,24,36, 5.80,
07,16,31.7, -38,19,08, 5.80,
07,24,57.1, +51,53,14, 5.80,
07,38,43.8, -36,29,49, 5.80,
07,44, 9.6, -36,03,46, 5.80,
08,35,52.0, -50,58,12, 5.80,
09,41, 2.2, -57,15,34, 5.80,
10,21, 3.4, +68,44,51, 5.80,
10,43,43.3, +57,11,57, 5.80, 39 UMA
11,13,14.6, -44,22,20, 5.80,
11,24,58.8, +11,25,49, 5.80,
11,36,17.9, +27,46,52, 5.80,
12,05,15.1, +76,54,20, 5.80,
12,29,53.9, -56,31,29, 5.80,
12,36, 1.1, -39,52,11, 5.80,
14,17,28.4, +15,15,48, 5.80,
14,49,58.4, +28,36,57, 5.80,
14,54,22.8, -11,53,54, 5.80, XI1 LIB
15,57,21.1, -36,11,06, 5.80,
17,05,19.6, +54,28,13, 5.80, MY DRA
17,23, 6.8, -56,31,31, 5.80,
17,26,44.1, +48,15,36, 5.80, 77 HER
17,56,41.8, -28,03,56, 5.80,
19,13,13.5, -25,54,24, 5.80,
19,29, 0.9, +01,57,01, 5.80, 35 AQL
20,04, 6.1, +17,04,12, 5.80, 15 SGE
20,20,21.3, +17,47,35, 5.80,
20,40,32.4, -16,07,28, 5.80,
21,28, 8.1, +32,13,31, 5.80,
21,54,53.0, +56,36,41, 5.80, 13 CEP
22,03,18.9, +11,23,11, 5.80, 21 PEG
22,53,28.6, -11,37,00, 5.80, 74 AQR
23,37,31.9, +44,25,45, 5.80,
00,05, 6.1, +61,18,51, 5.80,
01,11,10.2, +37,43,27, 5.81, 45 AND
01,31,13.7, +70,15,53, 5.81, 38 CAS
02,19,54.2, -55,56,41, 5.81,
02,36,35.0, +07,43,47, 5.81,
03,33,34.9, +39,53,59, 5.81,
03,48,35.7, -20,54,11, 5.81,
04,32,37.3, -03,12,33, 5.81,
04,55,50.2, +15,02,24, 5.81,
04,58, 9.4, +25,03,01, 5.81, 98 TAU
05,58,37.6, -44,02,04, 5.81,
06,06, 5.5, -29,45,31, 5.81,
06,18,58.9, -20,55,34, 5.81,
07,34,15.8, +03,22,17, 5.81, DE3 CMI
07,58,50.5, -60,49,28, 5.81,
08,34, 1.5, -02,09,05, 5.81,
10,09,30.5, -68,41,00, 5.81,
10,18,37.5, -56,06,36, 5.81,
10,56, 1.4, +06,11,07, 5.81, 56 LEO
10,59,59.3, -43,48,25, 5.81,
11,09,53.3, -32,22,03, 5.81,
11,26,47.2, -53,09,35, 5.81,
12,17,29.5, +53,11,28, 5.81,
12,25, 3.1, +56,46,39, 5.81, 71 UMA
13,45,36.8, -26,06,58, 5.81,
14,40,43.8, +16,25,04, 5.81, PI2 BOO
14,46, 6.7, -23,09,11, 5.81,
15,08,35.4, +25,06,31, 5.81,
15,14,19.1, -70,04,46, 5.81,
15,41,54.6, +18,27,50, 5.81, TA7 SER
15,52,16.5, +55,49,36, 5.81,
16,13,22.5, -55,32,27, 5.81, ZE NOR
16,32,25.5, +60,49,24, 5.81,
17,34,36.6, +09,35,12, 5.81, 53 OPH
18,38,30.6, -23,30,18, 5.81,
18,49,27.1, -45,48,36, 5.81,
19,08,25.7, +52,25,32, 5.81,
19,26,28.6, +19,53,29, 5.81,
19,28,56.9, +24,46,07, 5.81, 8 VUL
20,00,48.2, -45,06,47, 5.81,
20,56,25.3, +50,43,43, 5.81,
22,08,58.9, -18,31,11, 5.81, 35 AQR
22,53,40.0, +44,44,57, 5.81,
22,54, 6.9, +40,22,37, 5.81,
23,09,57.2, -42,51,38, 5.81,
23,33,19.5, -77,23,07, 5.81,
01,07,46.1, -09,47,08, 5.82, 30 CET
01,31,43.2, -30,17,00, 5.82,
01,39,47.7, -56,11,41, 5.82,
01,49,15.6, +47,53,50, 5.82,
01,57,43.8, +27,48,16, 5.82,
02,22,50.1, +41,23,46, 5.82,
02,36, 4.8, +06,53,13, 5.82,
02,48,32.0, +18,17,01, 5.82, 40 ARI
03,02,55.8, -46,58,30, 5.82,
03,30,37.0, +48,06,13, 5.82,
04,10, 2.1, +86,37,34, 5.82,
05,38,43.5, -40,42,27, 5.82,
06,27, 4.0, -58,00,08, 5.82,
07,02,33.4, +16,40,27, 5.82,
07,14,41.9, +24,53,06, 5.82, 52 GEM
07,15,39.4, +07,58,40, 5.82,
07,22,25.3, -05,58,58, 5.82,
08,03, 4.1, -32,27,50, 5.82,
08,11,11.1, -48,27,43, 5.82,
08,52,47.9, -38,43,27, 5.82,
09,01,24.0, +32,15,08, 5.82, 66 CNC
10,17,14.5, +23,06,22, 5.82, 39 LEO
12,56,17.5, +54,05,57, 5.82,
13,18,27.7, +34,05,53, 5.82,
14,54,37.9, -33,18,01, 5.82,
15,30,40.3, -16,36,34, 5.82, ZE3 LIB
15,34, 1.4, -40,03,58, 5.82,
17,56,18.3, +00,40,13, 5.82,
19,38,41.1, +54,58,26, 5.82,
21,06,30.1, +31,11,05, 5.82,
21,18,11.0, -04,31,10, 5.82, 15 AQR
21,21, 4.7, +07,21,16, 5.82, 9 EQU
22,36,35.3, -31,39,50, 5.82,
22,38,52.5, +19,31,20, 5.82, 40 PEG
23,13,26.4, +11,03,55, 5.82,
00,42, 3.5, +66,08,52, 5.83,
02,26, 0.2, -15,20,28, 5.83,
02,32,52.4, +34,32,33, 5.83,
02,38,18.6, -30,11,40, 5.83, JO2 FOR
03,01,56.0, -09,57,42, 5.83,
03,30,51.6, -66,29,24, 5.83,
03,58,52.3, -05,28,12, 5.83,
04,23, 5.6, -24,53,32, 5.83,
05,37, 8.8, +26,55,27, 5.83,
06,07, 3.6, -34,18,43, 5.83,
06,13,54.2, -03,44,29, 5.83,
06,14,36.6, -04,34,06, 5.83,
07,34,18.5, -23,28,25, 5.83,
08,00,55.8, +25,23,34, 5.83, OM1 CNC
08,14,23.8, -45,50,04, 5.83,
08,20,20.9, +20,44,51, 5.83,
09,58,22.7, +72,52,46, 5.83,
11,29, 4.5, +61,46,42, 5.83,
11,36,22.3, -61,03,08, 5.83,
12,14,59.5, -20,50,39, 5.83,
13,22,16.1, -52,10,58, 5.83,
13,38,42.0, -29,33,39, 5.83,
13,56,19.4, -46,35,33, 5.83,
14,27,12.1, -46,08,04, 5.83,
14,31,16.4, -67,43,02, 5.83,
16,00,51.0, +04,25,39, 5.83,
16,03,19.3, +36,37,54, 5.83,
16,13,16.7, -53,40,17, 5.83,
16,38,26.1, -43,23,55, 5.83,
17,05,19.6, +54,28,13, 5.83, MY DRA
18,25,58.7, +29,49,44, 5.83,
18,44,49.5, -25,00,40, 5.83,
18,45,28.3, +05,29,59, 5.83,
18,50,58.4, -09,46,27, 5.83,
19,03,32.1, +01,49,08, 5.83,
19,22,21.4, -00.001,15,09, 5.83,
21,02, 9.0, +56,40,12, 5.83,
21,12,13.5, -40,16,10, 5.83,
21,19,22.1, +38,14,15, 5.83,
22,26,42.4, +78,47,09, 5.83, RH1 CEP
23,00,42.8, +03,00,42, 5.83,
23,07,14.6, -50,41,11, 5.83,
23,10, 9.7, -40,35,30, 5.83,
00,10,18.8, -05,14,55, 5.84,
01,04,19.5, +61,34,49, 5.84,
01,23,30.9, -30,56,44, 5.84,
01,48,10.8, +16,57,20, 5.84, 4 ARI
02,42,59.6, +53,31,34, 5.84,
02,58, 5.6, -23,36,22, 5.84, 6 ERI
06,32,19.1, +04,51,21, 5.84, 12 MON
06,31,13.0, -35,15,33, 5.84,
07,11,41.5, -20,52,58, 5.84,
07,49,12.8, -46,51,28, 5.84,
08,23,21.8, +18,19,56, 5.84, 20 CNC
09,17, 7.4, -14,34,25, 5.84,
09,56,35.4, -33,25,07, 5.84,
10,16,41.8, +25,22,17, 5.84,
11,55,58.3, +56,35,55, 5.84, 66 UMA
12,41,22.9, -46,08,44, 5.84,
12,54,56.5, +47,11,48, 5.84,
13,17,13.8, -43,58,45, 5.84,
15,13,53.2, -26,11,37, 5.84,
15,38,16.2, -21,00,58, 5.84,
15,38,34.2, +50,25,23, 5.84,
15,49,57.4, -48,54,43, 5.84,
17,11,38.8, -48,52,27, 5.84,
17,33, 7.3, -41,10,25, 5.84,
17,52,19.6, -34,25,00, 5.84,
18,32,46.0, +23,37,01, 5.84,
18,40, 0.4, -07,47,26, 5.84,
19,23,56.4, +43,23,17, 5.84,
19,43,44.9, +41,46,23, 5.84,
20,18, 6.9, +40,43,56, 5.84,
23,14,37.2, +74,13,53, 5.84,
23,34,59.0, +71,38,32, 5.84,
00,10,42.8, -12,34,48, 5.85,
00,55,42.3, -07,20,50, 5.85,
02,09, 9.2, -43,31,00, 5.85,
03,17,26.5, -47,45,06, 5.85,
03,38,29.1, -07,23,30, 5.85,
03,49,36.6, +63,17,50, 5.85,
04,20,42.8, -07,35,33, 5.85,
05,02,45.4, -04,12,35, 5.85,
04,58,50.9, -82,28,14, 5.85, XI MEN
06,37,38.4, +56,51,27, 5.85, 11 LYN
06,49,49.8, +16,12,10, 5.85, 33 GEM
07,12,26.3, +24,07,42, 5.85, 48 GEM
07,18, 4.1, -43,59,12, 5.85,
07,33, 9.7, -24,42,39, 5.85,
08,13,50.1, +56,27,08, 5.85,
08,22,55.2, -52,07,26, 5.85,
08,56,30.4, +40,12,04, 5.85,
09,02,44.7, +07,17,53, 5.85,
09,14, 8.0, -44,08,46, 5.85,
09,30,43.2, +33,39,21, 5.85, 7 LMI
09,30,22.6, -15,34,38, 5.85,
09,56,25.9, +08,55,59, 5.85,
10,11,12.6, +37,24,07, 5.85,
10,39, 7.6, +37,54,37, 5.85, 38 LMI
11,51,41.5, -30,50,05, 5.85,
12,13,25.8, +10,15,44, 5.85, 12 VIR
12,35, 8.0, +21,52,53, 5.85,
12,48,39.3, +60,19,11, 5.85,
12,49, 6.5, +83,25,04, 5.85,
13,14,17.5, -78,26,51, 5.85,
14,27, 7.0, -65,49,18, 5.85,
14,50,15.8, +23,54,42, 5.85,
15,02, 6.4, -28,03,38, 5.85, 60 HYA
15,08,39.0, -42,52,04, 5.85,
15,48,34.3, +28,09,24, 5.85,
15,57,40.3, -20,58,59, 5.85,
16,24,10.7, +06,56,54, 5.85, 21 HER
17,24,41.9, -21,26,30, 5.85,
18,12,34.4, -73,40,18, 5.85,
18,06, 7.4, -08,19,26, 5.85,
19,15,24.7, +30,31,35, 5.85,
19,28,20.7, +02,55,49, 5.85,
20,06,13.8, +53,09,57, 5.85,
20,12,25.8, -12,37,03, 5.85, XI2 CAP
20,25,26.7, -28,39,48, 5.85,
21,39, 1.0, +20,15,55, 5.85,
01,39,47.4, -56,11,53, 5.86,
01,50, 8.5, +22,16,31, 5.86, 1 ARI
02,02,58.4, -15,18,22, 5.86,
02,13, 0.8, -21,00,01, 5.86,
02,48,45.8, +25,11,17, 5.86,
04,21,27.0, -00.001,05,53, 5.86,
04,49,19.0, +32,35,18, 5.86,
04,51,28.2, -34,54,23, 5.86,
05,31,36.0, -45,55,31, 5.86,
06,56,55.9, +46,42,18, 5.86,
07,29,25.6, -07,33,04, 5.86,
07,55,31.3, +08,51,46, 5.86,
08,58,43.8, -16,07,58, 5.86,
09,14,57.1, -37,36,09, 5.86,
09,17,27.5, -74,44,05, 5.86,
10,04, 2.8, -18,06,06, 5.86,
10,49,43.4, -09,51,10, 5.86,
12,46,46.0, -33,18,56, 5.86,
15,47,37.8, +55,22,36, 5.86,
16,11,17.4, -41,07,11, 5.86,
16,59,57.5, -25,05,31, 5.86,
17,37, 8.7, +72,27,21, 5.86,
18,11,15.5, -75,53,29, 5.86,
18,07,49.4, +26,05,51, 5.86, 100 HER
18,11, 5.4, -41,21,32, 5.86,
18,39,14.2, -47,54,35, 5.86,
18,38,53.3, -21,03,07, 5.86,
20,49,17.5, -25,46,53, 5.86,
21,55,31.0, +65,19,16, 5.86,
22,36,58.7, -40,35,28, 5.86, SI2 GRU
00,02,36.0, +66,05,57, 5.86,
00,18,38.2, +31,31,02, 5.87,
00,31,25.5, +33,34,54, 5.87,
00,39,21.7, +21,15,02, 5.87, 54 PSC
00,48, 9.0, +72,40,30, 5.87,
01,19,48.2, -00.001,30,32, 5.87, 42 CET
01,37,55.6, -82,58,30, 5.87,
01,59,35.6, +21,03,30, 5.87,
02,22, 4.9, -17,39,44, 5.87,
04,06, 3.2, +68,40,49, 5.87,
04,17,39.7, -63,15,19, 5.87, TH RET
04,43,21.5, +49,58,26, 5.87,
05,27, 5.2, -40,56,37, 5.87,
05,42,13.9, -22,22,25, 5.87, 12 LEP
05,49,53.4, -22,58,18, 5.87,
05,55,30.2, -04,37,00, 5.87,
05,56,49.3, +11,31,16, 5.87,
06,05, 3.4, +42,58,54, 5.87, 39 AUR
06,05,26.9, -10,14,34, 5.87,
06,17, 9.5, -37,15,11, 5.87,
06,25,16.4, -00.001,56,46, 5.87,
06,26,39.5, -01,30,27, 5.87,
06,32,27.1, +32,27,17, 5.87,
06,56,32.2, +46,16,27, 5.87, PS9 AUR
07,21, 4.3, -25,53,29, 5.87,
07,29,59.6, -52,39,03, 5.87,
07,34,19.0, -23,28,30, 5.87,
08,00,50.0, -54,09,05, 5.87,
08,33,43.5, +04,45,24, 5.87,
08,46,55.9, +12,06,36, 5.87, 50 CNC
08,50, 2.2, -29,27,47, 5.87,
08,57,55.7, -48,34,23, 5.87,
09,18,42.2, -51,33,38, 5.87,
09,31,32.8, -35,42,54, 5.87,
12,04,16.5, +21,27,33, 5.87, 2 COM
12,36,47.3, -05,49,55, 5.87, 25 VIR
13,22, 9.6, +05,09,17, 5.87, 64 VIR
13,46,13.5, +41,05,19, 5.87,
13,51, 9.1, +34,39,51, 5.87,
14,19, 0.7, -25,48,56, 5.87,
14,33,32.3, -54,59,54, 5.87,
14,33,29.8, -52,40,48, 5.87,
14,35,31.4, -41,31,02, 5.87,
14,52,35.0, -63,48,36, 5.87,
14,58,53.5, -11,08,39, 5.87, 18 LIB
15,37,31.9, +54,30,32, 5.87,
15,54,39.4, -25,14,37, 5.87, 3 SCO
16,11,47.5, +42,22,28, 5.87,
16,41,45.4, -33,08,47, 5.87,
16,47,19.6, +42,14,20, 5.87,
17,44,41.9, -42,43,44, 5.87,
17,59,36.6, -04,49,17, 5.87,
19,21,50.8, -18,18,30, 5.87, RH2 SGR
19,31,21.7, +26,37,02, 5.87,
20,18, 1.3, -21,48,36, 5.87, 4 CAP
20,57,40.5, -16,01,54, 5.87,
21,06,23.1, +71,25,55, 5.87,
21,21, 4.2, -04,33,36, 5.87, 16 AQR
22,40,22.2, -30,39,32, 5.87,
23,09,44.6, -28,05,18, 5.87,
23,34, 8.9, -01,14,51, 5.87, 14 PSC
23,52,29.9, -14,15,04, 5.87,
01,34,16.5, +37,14,14, 5.88,
02,00, 9.1, +03,05,50, 5.88, 112 PSC
02,26,35.1, -20,02,34, 5.88,
02,51,41.6, +46,50,31, 5.88,
04,21,51.8, +56,30,24, 5.88,
04,27,28.7, +11,12,45, 5.88,
04,36,24.1, +64,15,41, 5.88,
04,34,37.9, +28,57,40, 5.88,
05,38, 1.0, +07,32,29, 5.88,
06,14,28.5, +17,54,23, 5.88,
06,30,47.1, +58,09,46, 5.88, 6 LYN
06,35,17.5, +09,59,19, 5.88,
07,44,34.1, -37,56,35, 5.88,
07,46,10.3, -37,56,02, 5.88,
08,29,46.3, +67,17,51, 5.88,
08,37, 5.7, +09,39,20, 5.88, 36 CNC
09,01, 8.5, -68,41,01, 5.88,
09,30,23.4, -58,21,42, 5.88,
10,48,14.1, -31,41,18, 5.88,
11,00,11.5, -14,05,00, 5.88,
11,16,41.8, +49,28,34, 5.88,
11,48,38.6, +14,17,03, 5.88,
12,32,10.1, -73,00,05, 5.88,
13,26,16.5, +46,01,41, 5.88,
15,44, 1.6, +02,30,54, 5.88, PS SER
16,08,43.6, -23,41,07, 5.88,
16,22,28.8, -43,54,43, 5.88,
16,54,26.8, -42,28,44, 5.88,
16,53,25.1, -20,24,56, 5.88,
17,16,31.6, +01,12,38, 5.88,
17,31,27.1, -80,51,33, 5.88,
17,22,54.9, -58,00,37, 5.88,
18,11,45.0, +33,26,49, 5.88,
18,46,43.0, +52,59,17, 5.88,
18,48,53.3, +19,19,43, 5.88,
19,03,29.7, -68,45,19, 5.88,
19,09,57.6, -41,53,33, 5.88,
19,59,47.3, -09,57,30, 5.88,
20,01,44.6, +24,48,01, 5.88,
20,29,20.3, +36,27,17, 5.88, 42 CYG
20,50,41.7, -12,32,42, 5.88,
21,43, 4.3, -14,23,59, 5.88, 44 CAP
22,16,26.4, +57,13,13, 5.88,
00,04,13.5, +62,17,17, 5.88, 9 CAS
00,17, 9.0, +47,56,53, 5.89,
00,36,47.3, +15,13,54, 5.89, 53 PSC
00,40,26.4, -59,27,16, 5.89,
01,34,49.0, +18,27,38, 5.89,
01,55,54.3, +37,16,41, 5.89,
02,28,48.4, +29,55,55, 5.89, 13 TRI
02,59,39.8, +41,01,59, 5.89,
03,01,37.6, -28,05,29, 5.89, EP FOR
03,07,18.9, +64,03,28, 5.89,
04,00,48.7, +18,11,38, 5.89,
04,07,59.3, +17,20,23, 5.89,
05,07,55.4, +21,42,17, 5.89, 105 TAU
05,11,45.2, +01,02,13, 5.89,
05,25,59.8, -19,41,44, 5.89,
05,59,21.7, +49,55,28, 5.89,
06,57, 0.5, +33,40,51, 5.89,
07,19,22.3, +02,44,26, 5.89,
07,40,58.4, +23,01,08, 5.89,
08,20,26.1, +57,44,35, 5.89, 30 LYN
09,41,35.1, +31,16,41, 5.89,
10,59,30.8, -16,21,14, 5.89,
11,09,38.5, +43,12,27, 5.89,
11,25,33.0, -37,44,52, 5.89,
12,02,37.5, -69,11,32, 5.89,
12,39, 3.4, -30,25,21, 5.89,
12,47,18.8, +62,46,51, 5.89,
12,50,10.6, +37,31,01, 5.89,
12,54,58.4, -44,09,07, 5.89,
13,13,23.4, -50,42,00, 5.89,
13,14,11.7, -58,41,02, 5.89,
13,14,43.0, -48,57,24, 5.89,
13,23,18.8, -04,55,28, 5.89, 65 VIR
13,53,43.0, -53,22,25, 5.89,
15,01,12.9, -38,03,30, 5.89,
15,01,26.9, +60,12,16, 5.89,
15,12, 4.2, +18,58,34, 5.89,
15,18,26.1, -00.001,27,41, 5.89,
15,26,14.7, -68,18,33, 5.89,
17,13,17.5, -67,11,48, 5.89,
17,56,18.9, -15,48,45, 5.89,
18,32,55.4, -73,57,58, 5.89,
18,58,46.8, +13,54,24, 5.89, 10 AQL
18,58, 1.8, +38,15,58, 5.89,
19,34, 8.3, -40,02,05, 5.89,
21,04, 4.6, -05,49,23, 5.89, 12 AQR
22,13,38.6, +28,36,30, 5.89,
22,34, 2.8, -01,34,28, 5.89, 60 AQR
23,41, 8.8, -11,40,50, 5.89,
23,41,56.6, +07,15,02, 5.89,
05,23,18.5, -08,24,57, 5.9 ,
00,20,24.4, +30,56,09, 5.90,
00,44,12.0, -38,25,18, 5.90, LA2 SCL
00,49,13.8, -24,08,11, 5.90,
01,50,57.0, +51,56,00, 5.90,
02,33, 7.0, -34,39,00, 5.90, LA1 FOR
02,36,57.1, +38,43,58, 5.90,
03,01,54.1, +26,27,45, 5.90, 49 ARI
03,13,23.9, +48,10,37, 5.90,
03,19,55.7, +27,04,16, 5.90, 59 ARI
03,32,39.9, +35,27,42, 5.90,
03,46,27.3, -29,20,17, 5.90, SI FOR
04,05,20.2, +22,00,32, 5.90, 39 TAU
04,28,23.4, +14,44,27, 5.90, 76 TAU
04,44, 5.2, -08,30,13, 5.90, 56 ERI
05,11,19.1, -02,29,26, 5.90,
05,54,59.0, +31,42,06, 5.90,
05,58,24.4, +01,50,13, 5.90, 59 ORI
06,30, 3.0, +46,41,08, 5.90, 47 AUR
06,43,38.6, +03,55,56, 5.90,
07,14,15.5, -09,56,51, 5.90,
07,26,42.2, -34,08,27, 5.90,
07,32, 5.7, -08,52,52, 5.90,
07,47,12.5, -22,31,11, 5.90,
08,22,49.8, -26,20,54, 5.90,
08,32,54.9, +38,00,59, 5.90,
08,41, 5.2, -48,55,21, 5.90,
10,13,45.8, -40,20,45, 5.90,
10,31,51.3, +32,22,46, 5.90, 33 LMI
11,32,20.0, -66,57,43, 5.90,
12,18,40.2, -00.001,47,14, 5.90, 13 VIR
